Date/time,Location,Picture Name,Predicted NO2
2021-04-17 01:52:47.207923,"(0.480349063873291, -2.6706624031066895)",bergson_img_2021-04-17_01:52:26.jpg,low
2021-04-17 01:53:09.436563,"(0.4625464081764221, -2.652872085571289)",bergson_img_2021-04-17_01:52:47.jpg,low
2021-04-17 01:53:30.498867,"(0.44541507959365845, -2.6362111568450928)",bergson_img_2021-04-17_01:53:09.jpg,low
2021-04-17 01:53:51.233045,"(0.42815712094306946, -2.619846820831299)",bergson_img_2021-04-17_01:53:30.jpg,low
2021-04-17 01:54:13.694255,"(0.40994977951049805, -2.6030049324035645)",bergson_img_2021-04-17_01:53:51.jpg,low
2021-04-17 01:54:34.661848,"(0.39245572686195374, -2.587200403213501)",bergson_img_2021-04-17_01:54:13.jpg,low
2021-04-17 01:54:55.735977,"(0.37485700845718384, -2.571646213531494)",bergson_img_2021-04-17_01:54:34.jpg,low
2021-04-17 01:55:18.086527,"(0.35547003149986267, -2.5548815727233887)",bergson_img_2021-04-17_01:54:55.jpg,low
2021-04-17 01:55:39.157754,"(0.33767321705818176, -2.539806365966797)",bergson_img_2021-04-17_01:55:18.jpg,low
2021-04-17 01:56:00.187307,"(0.31979140639305115, -2.5249388217926025)",bergson_img_2021-04-17_01:55:39.jpg,low
2021-04-17 01:56:22.893524,"(0.30097323656082153, -2.509570837020874)",bergson_img_2021-04-17_01:56:00.jpg,low
2021-04-17 01:56:43.726301,"(0.28293535113334656, -2.495086669921875)",bergson_img_2021-04-17_01:56:22.jpg,low
2021-04-17 01:57:06.253631,"(0.2631019055843353, -2.4794154167175293)",bergson_img_2021-04-17_01:56:43.jpg,low
2021-04-17 01:57:27.300286,"(0.24492786824703217, -2.465268850326538)",bergson_img_2021-04-17_01:57:06.jpg,low
2021-04-17 01:57:48.501273,"(0.22669677436351776, -2.4512650966644287)",bergson_img_2021-04-17_01:57:27.jpg,low
2021-04-17 01:58:10.983335,"(0.20754167437553406, -2.436734676361084)",bergson_img_2021-04-17_01:57:48.jpg,low
2021-04-17 01:58:31.938551,"(0.18920893967151642, -2.4229862689971924)",bergson_img_2021-04-17_01:58:10.jpg,low
2021-04-17 01:58:52.883815,"(0.17083367705345154, -2.4093456268310547)",bergson_img_2021-04-17_01:58:31.jpg,low
2021-04-17 01:59:15.441832,"(0.15066500008106232, -2.3945162296295166)",bergson_img_2021-04-17_01:58:52.jpg,low
2021-04-17 01:59:36.386711,"(0.1322152465581894, -2.3810651302337646)",bergson_img_2021-04-17_01:59:15.jpg,low
2021-04-17 01:59:57.350093,"(0.11373671889305115, -2.3676881790161133)",bergson_img_2021-04-17_01:59:36.jpg,low
2021-04-17 02:00:20.392337,"(0.09347031265497208, -2.353109121322632)",bergson_img_2021-04-17_01:59:57.jpg,low
2021-04-17 02:00:41.280477,"(0.07494516670703888, -2.339852809906006)",bergson_img_2021-04-17_02:00:20.jpg,low
2021-04-17 02:01:03.054629,"(0.055520977824926376, -2.326009511947632)",bergson_img_2021-04-17_02:00:41.jpg,low
2021-04-17 02:01:24.356006,"(0.03696782886981964, -2.3128273487091064)",bergson_img_2021-04-17_02:01:03.jpg,low
2021-04-17 02:01:45.453567,"(0.018407203257083893, -2.299665689468384)",bergson_img_2021-04-17_02:01:24.jpg,low
2021-04-17 02:02:08.041462,"(-0.0019248996395617723, -2.2852623462677)",bergson_img_2021-04-17_02:01:45.jpg,low
2021-04-17 02:02:29.082695,"(-0.020488113164901733, -2.272110939025879)",bergson_img_2021-04-17_02:02:08.jpg,low
2021-04-17 02:02:50.195200,"(-0.039046335965394974, -2.258949041366577)",bergson_img_2021-04-17_02:02:29.jpg,low
2021-04-17 02:03:12.475570,"(-0.05847853422164917, -2.2451374530792236)",bergson_img_2021-04-17_02:02:50.jpg,low
2021-04-17 02:03:33.627918,"(-0.07701392471790314, -2.231921911239624)",bergson_img_2021-04-17_02:03:12.jpg,low
2021-04-17 02:03:54.636589,"(-0.09553194791078568, -2.2186641693115234)",bergson_img_2021-04-17_02:03:33.jpg,low
2021-04-17 02:04:17.243729,"(-0.1157887801527977, -2.2040836811065674)",bergson_img_2021-04-17_02:03:54.jpg,low
2021-04-17 02:04:38.194329,"(-0.134256973862648, -2.1907050609588623)",bergson_img_2021-04-17_02:04:17.jpg,low
2021-04-17 02:04:59.215739,"(-0.15269485116004944, -2.1772520542144775)",bergson_img_2021-04-17_02:04:38.jpg,low
2021-04-17 02:05:21.581169,"(-0.17197346687316895, -2.16306734085083)",bergson_img_2021-04-17_02:04:59.jpg,low
2021-04-17 02:05:43.016469,"(-0.19120898842811584, -2.1487770080566406)",bergson_img_2021-04-17_02:05:21.jpg,low
2021-04-17 02:06:05.464346,"(-0.21039621531963348, -2.134368419647217)",bergson_img_2021-04-17_02:05:43.jpg,low
2021-04-17 02:06:26.470503,"(-0.22866132855415344, -2.120492696762085)",bergson_img_2021-04-17_02:06:05.jpg,low
2021-04-17 02:06:47.964350,"(-0.24687282741069794, -2.1064858436584473)",bergson_img_2021-04-17_02:06:26.jpg,low
2021-04-17 02:07:10.368849,"(-0.2667514383792877, -2.0909810066223145)",bergson_img_2021-04-17_02:06:47.jpg,low
2021-04-17 02:07:31.421999,"(-0.28483450412750244, -2.0766613483428955)",bergson_img_2021-04-17_02:07:10.jpg,low
2021-04-17 02:07:52.482979,"(-0.30284830927848816, -2.06217360496521)",bergson_img_2021-04-17_02:07:31.jpg,low
2021-04-17 02:08:14.885228,"(-0.32163968682289124, -2.046802282333374)",bergson_img_2021-04-17_02:07:52.jpg,low
2021-04-17 02:08:35.770186,"(-0.339494526386261, -2.031930685043335)",bergson_img_2021-04-17_02:08:14.jpg,low
2021-04-17 02:08:56.630893,"(-0.3572629690170288, -2.0168521404266357)",bergson_img_2021-04-17_02:08:35.jpg,low
2021-04-17 02:09:19.028431,"(-0.37661734223365784, -2.0000832080841064)",bergson_img_2021-04-17_02:08:56.jpg,low
2021-04-17 02:09:39.968831,"(-0.39335063099861145, -1.9852720499038696)",bergson_img_2021-04-17_02:09:19.jpg,low
2021-04-17 02:10:00.963653,"(-0.41081735491752625, -1.9694762229919434)",bergson_img_2021-04-17_02:09:39.jpg,low
2021-04-17 02:10:23.972215,"(-0.4298182725906372, -1.9518718719482422)",bergson_img_2021-04-17_02:10:00.jpg,low
2021-04-17 02:10:45.454805,"(-0.44785812497138977, -1.9347177743911743)",bergson_img_2021-04-17_02:10:23.jpg,low
2021-04-17 02:11:07.966336,"(-0.46575722098350525, -1.9172371625900269)",bergson_img_2021-04-17_02:10:45.jpg,low
2021-04-17 02:11:29.137357,"(-0.48350653052330017, -1.899411916732788)",bergson_img_2021-04-17_02:11:07.jpg,low
2021-04-17 02:11:50.723484,"(-0.5003005862236023, -1.8820579051971436)",bergson_img_2021-04-17_02:11:29.jpg,low
2021-04-17 02:12:13.747290,"(-0.5185173153877258, -1.8626511096954346)",bergson_img_2021-04-17_02:11:50.jpg,low
2021-04-17 02:12:34.795585,"(-0.5349786877632141, -1.8445481061935425)",bergson_img_2021-04-17_02:12:13.jpg,low
2021-04-17 02:12:55.827973,"(-0.5512667298316956, -1.8260605335235596)",bergson_img_2021-04-17_02:12:34.jpg,low
2021-04-17 02:13:18.382731,"(-0.5688953399658203, -1.8053497076034546)",bergson_img_2021-04-17_02:12:55.jpg,low
2021-04-17 02:13:39.363070,"(-0.5847871899604797, -1.785997986793518)",bergson_img_2021-04-17_02:13:18.jpg,low
2021-04-17 02:14:00.558902,"(-0.600473165512085, -1.7662053108215332)",bergson_img_2021-04-17_02:13:39.jpg,low
2021-04-17 02:14:22.963356,"(-0.6166725754737854, -1.7449767589569092)",bergson_img_2021-04-17_02:14:00.jpg,low
2021-04-17 02:14:43.828204,"(-0.6319001317024231, -1.7242228984832764)",bergson_img_2021-04-17_02:14:22.jpg,low
